flux,wavelength,var
42.030632,4136.1597,0.22388104
42.15367,4137.114,0.21809217
45.791725,4138.0654,0.20020995
46.910736,4139.0195,0.19583362
43.149345,4139.972,0.20719069
44.76821,4140.9243,0.20377862
41.937912,4141.8794,0.21408518
40.98825,4142.832,0.21894412
41.740856,4143.7876,0.21958244
38.74413,4144.7407,0.22579972
38.963047,4145.6963,0.23130482
44.613197,4146.6504,0.21164733
43.296272,4147.604,0.21968532
44.30661,4148.5605,0.20853375
40.641556,4149.515,0.21448207
42.107418,4150.4717,0.20995103
37.635704,4151.4263,0.22309719
40.70323,4152.384,0.21511586
42.336277,4153.339,0.2130992
40.025017,4154.2944,0.22081073
42.81567,4155.2524,0.21885966
45.172195,4156.2085,0.205294
44.433033,4157.167,0.19987182
46.87996,4158.123,0.18874103
43.975906,4159.082,0.19609754
42.944523,4160.0386,0.203896
45.088554,4160.998,0.20009689
40.9181,4161.955,0.21467434
45.53419,4162.9126,0.20586728
41.520206,4163.873,0.22450642
42.660408,4164.8306,0.22029248
44.155254,4165.791,0.21578452
43.366356,4166.7495,0.21869192
43.099876,4167.7104,0.21287838
43.50623,4168.669,0.20295003
43.68831,4169.628,0.20179297
41.784214,4170.5894,0.20823593
39.67741,4171.5493,0.21333316
38.291794,4172.5107,0.22357637
41.27715,4173.4707,0.21403186
40.50752,4174.433,0.21187009
40.00903,4175.393,0.206755
43.04934,4176.354,0.19697392
43.626637,4177.3174,0.1958284
41.08822,4178.278,0.20187311
40.66189,4179.2417,0.20310998
43.509075,4180.2026,0.1959968
44.72533,4181.167,0.1983376
42.93505,4182.129,0.20344204
43.1396,4183.091,0.21023273
44.541386,4184.0557,0.21027948
45.2356,4185.018,0.13977835
47.68122,4185.983,0.14301652
43.150166,4186.946,0.22229299
44.346596,4187.9116,0.22053918
43.81304,4188.875,0.21237658
43.25714,4189.8384,0.20264809
43.101673,4190.8047,0.19588563
43.069687,4191.769,0.19797066
44.44107,4192.7354,0.20029016
42.341484,4193.7,0.22043677
45.62571,4194.667,0.21334015
41.029114,4195.6323,0.234061
42.972935,4196.597,0.2276839
40.172916,4197.565,0.22870676
43.713917,4198.531,0.21449585
41.80003,4199.4985,0.22430697
38.62342,4200.465,0.24133529
42.17223,4201.4336,0.23561898
43.930626,4202.4004,0.23185565
42.085247,4203.3667,0.2394408
43.00577,4204.336,0.23347516
41.56527,4205.3037,0.23283496
41.188805,4206.273,0.22603153
45.2157,4207.2407,0.20605974
44.535824,4208.211,0.20756106
41.26806,4209.179,0.21883209
42.247215,4210.147,0.21630509
43.016785,4211.118,0.21496038
42.581253,4212.087,0.21622452
44.993664,4213.058,0.21219297
44.411514,4214.0273,0.20767997
42.55835,4214.999,0.21484809
43.169983,4215.9688,0.2180119
41.16549,4216.939,0.21780536
40.943478,4217.911,0.2181858
42.39579,4218.8813,0.2118207
45.474148,4219.854,0.20001808
43.260803,4220.825,0.20666105
40.832836,4221.7983,0.21645801
43.16821,4222.7695,0.21728519
41.22267,4223.741,0.2298763
43.059845,4224.715,0.23342942
42.966675,4225.687,0.23442557
38.895668,4226.661,0.24147855
39.378914,4227.6333,0.24097835
42.252728,4228.6084,0.23910952
42.063923,4229.581,0.24091363
45.68917,4230.5547,0.22169943
39.959515,4231.5303,0.22629294
45.7106,4232.5034,0.20095989
41.88526,4233.4795,0.2168995
38.384266,4234.4536,0.23952916
40.638004,4235.43,0.2403439
41.187225,4236.4043,0.240833
40.147984,4237.3813,0.24280033
41.31062,4238.356,0.235111
43.341076,4239.331,0.2337843
42.297115,4240.308,0.23998807
40.748405,4241.2837,0.24896756
44.39277,4242.2617,0.23893328
43.864307,4243.238,0.2377216
45.748657,4244.2163,0.22920316
43.683475,4245.193,0.23455013
40.5066,4246.1694,0.24322265
44.302864,4247.1484,0.22950417
43.979897,4248.1255,0.23048533
41.963104,4249.105,0.2384552
41.600903,4250.0825,0.24516813
38.42545,4251.0625,0.26253977
37.23008,4252.0405,0.26096037
42.43753,4253.019,0.24131148
43.4753,4254.0,0.23428752
40.19409,4254.978,0.24668701
41.76114,4255.9595,0.2375452
38.873867,4256.9385,0.22020346
42.649055,4257.9204,0.14582236
37.08114,4258.8994,0.121721454
44.353462,4259.8794,0.13703924
39.836,4260.862,0.19339553
39.38051,4261.8423,0.22693682
39.86482,4262.8247,0.2432091
41.238888,4263.805,0.24193011
44.070568,4264.7886,0.22976121
43.265972,4265.7695,0.22581363
43.88395,4266.751,0.22415137
43.7803,4267.7354,0.22450654
43.227726,4268.717,0.2346848
41.42118,4269.701,0.24885221
42.030422,4270.683,0.24865946
39.63394,4271.668,0.25759074
41.189064,4272.651,0.24751613
39.149876,4273.634,0.24658826
40.717743,4274.619,0.23628908
40.586994,4275.6025,0.22933541
40.996082,4276.5884,0.23242955
44.049133,4277.5723,0.23559843
44.153614,4278.5586,0.24735597
40.942635,4279.543,0.2635662
39.747986,4280.5273,0.26262543
45.397663,4281.5146,0.22745936
36.985073,4282.4995,0.25295085
37.98966,4283.487,0.2507097
40.315903,4284.4727,0.24983057
40.289253,4285.4604,0.25801903
40.795353,4286.4463,0.2608073
41.586525,4287.432,0.2519678
40.671513,4288.421,0.24822466
39.952797,4289.4077,0.25006554
40.420387,4290.3965,0.25753716
40.431202,4291.384,0.26385045
41.01116,4292.3735,0.26290473
43.150486,4293.361,0.24439684
42.117077,4294.3486,0.23387083
40.732048,4295.339,0.24300402
39.08906,4296.3267,0.2502127
38.54585,4297.318,0.25964662
38.01884,4298.306,0.27283624
40.51043,4299.2974,0.26888588
38.252647,4300.2866,0.27658242
35.748596,4301.276,0.28354517
35.071663,4302.2676,0.2869566
36.41007,4303.2573,0.2844761
38.450268,4304.25,0.26900545
36.885674,4305.2397,0.26528484
35.14406,4306.2324,0.2648451
38.763298,4307.223,0.2358266
37.785755,4308.214,0.2411501
38.997723,4309.208,0.2564897
35.700626,4310.199,0.27384543
37.57903,4311.193,0.2641039
41.573635,4312.1846,0.24888271
40.234707,4313.1787,0.25322315
40.44737,4314.171,0.26360884
37.231884,4315.166,0.27790454
36.742474,4316.159,0.2757425
40.232067,4317.152,0.2618428
41.284435,4318.1475,0.24468656
41.658966,4319.1406,0.23667146
39.22516,4320.1367,0.2506653
39.609215,4321.1304,0.25315773
39.236855,4322.127,0.26220196
36.18382,4323.121,0.27853486
40.766186,4324.1157,0.2563861
37.46337,4325.113,0.27561107
34.510548,4326.108,0.30151615
35.09012,4327.1055,0.30639556
36.85475,4328.101,0.294594
35.83184,4329.099,0.28842372
37.588333,4330.0947,0.28393757
39.883038,4331.091,0.2777148
36.06953,4332.09,0.2941266
35.432392,4333.0864,0.29915237
37.724518,4334.0854,0.2841971
31.906769,4335.0825,0.31215703
33.3361,4336.082,0.28957775
34.736378,4337.0796,0.28811517
29.641941,4338.0776,0.32922038
31.140064,4339.0776,0.3179483
56.597706,4340.076,0.21595477
84.722206,4341.0767,0.14658432
86.44583,4342.075,0.14261165
57.484997,4343.0767,0.21840869
31.67768,4344.0757,0.32165498
27.976229,4345.075,0.3625781
31.74026,4346.077,0.34651154
35.13901,4347.0767,0.32394847
36.96556,4348.0796,0.30900648
34.003822,4349.0796,0.3244649
38.803017,4350.0825,0.29100236
36.229668,4351.083,0.3082178
31.455395,4352.0845,0.33399346
32.978973,4353.088,0.30345577
35.197388,4354.089,0.2829066
38.974655,4355.0933,0.27818492
39.422348,4356.095,0.2624396
38.843174,4357.0996,0.19924146
40.017532,4358.102,0.19680083
40.232822,4359.105,0.29048154
38.750896,4360.11,0.28996223
37.781567,4361.113,0.29593298
37.097324,4362.118,0.30291808
39.38593,4363.122,0.29962423
41.58722,4364.128,0.28495497
39.49714,4365.132,0.29223812
44.508022,4366.136,0.26723072
37.949,4367.143,0.29194018
39.675102,4368.148,0.29058042
42.449776,4369.155,0.28398782
41.964912,4370.16,0.28482014
41.769653,4371.168,0.27715537
39.77637,4372.174,0.27178982
40.0973,4373.179,0.27053952
40.47563,4374.188,0.276193
36.572792,4375.194,0.29411116
39.49513,4376.2026,0.28743613
39.398396,4377.21,0.29557538
39.634724,4378.2188,0.30055496
40.22847,4379.2266,0.29137108
41.199165,4380.2334,0.2863087
38.566246,4381.2437,0.3057575
40.96776,4382.252,0.29206923
39.390423,4383.262,0.30275604
36.33642,4384.271,0.31709024
37.45566,4385.2817,0.31789103
38.482773,4386.2905,0.31554693
38.38411,4387.3,0.30936608
39.701065,4388.311,0.3016237
39.68428,4389.321,0.29255354
37.295647,4390.3325,0.29926986
37.438526,4391.343,0.29827988
39.637886,4392.3555,0.29262128
40.16979,4393.3657,0.298942
39.702732,4394.379,0.29549983
40.458427,4395.39,0.28240138
37.392353,4396.4014,0.27884713
35.105446,4397.415,0.28803453
39.177284,4398.4263,0.2947795
38.80289,4399.4404,0.30866423
37.24911,4400.453,0.3206879
37.605198,4401.468,0.317938
38.991142,4402.48,0.30734244
41.98041,4403.4927,0.28984997
41.977287,4404.5083,0.2852427
37.802723,4405.5215,0.29338178
39.527935,4406.5376,0.2756832
40.470215,4407.5513,0.26784906
39.449142,4408.5674,0.28095585
40.403076,4409.582,0.28222418
38.763535,4410.596,0.2954527
42.580784,4411.6133,0.28318292
36.48313,4412.6284,0.3049307
43.247112,4413.646,0.28118953
41.060974,4414.661,0.29674244
37.194984,4415.679,0.31585217
37.399082,4416.695,0.31940922
35.653316,4417.711,0.3226305
37.899956,4418.73,0.30933654
42.110867,4419.7466,0.28561535
39.533096,4420.7656,0.29970536
41.441357,4421.7827,0.2994878
41.63569,4422.802,0.29156873
41.184246,4423.8193,0.27496198
38.60042,4424.837,0.28390273
41.809383,4425.8574,0.2703048
41.206604,4426.8755,0.27582207
41.042374,4427.8965,0.28598487
40.08994,4428.9155,0.30026987
41.4367,4429.9365,0.3015364
38.3294,4430.9556,0.3090959
38.31973,4431.9746,0.3146887
38.559532,4432.997,0.31575358
38.944523,4434.0166,0.31717095
39.62238,4435.0396,0.31100553
37.113327,4436.059,0.31909272
37.609695,4437.0825,0.30764386
37.196426,4438.103,0.29955995
39.753487,4439.1245,0.28550172
41.623974,4440.1475,0.28414512
39.899536,4441.1694,0.3054364
38.223186,4442.1934,0.32224372
40.00372,4443.2153,0.31157976
38.278736,4444.2397,0.32358482
37.93806,4445.262,0.32604346
41.26238,4446.285,0.30477995
41.095844,4447.31,0.29980218
38.864567,4448.3335,0.30197167
40.443897,4449.359,0.29664794
41.46441,4450.383,0.2925953
41.0308,4451.409,0.29376864
41.64168,4452.4326,0.29044983
39.364624,4453.4575,0.30355254
41.585037,4454.484,0.30140284
38.61702,4455.509,0.3223478
41.04366,4456.536,0.31146088
39.430004,4457.5615,0.31914833
36.686207,4458.5894,0.3227924
40.414326,4459.615,0.29690358
42.11764,4460.641,0.28974
38.97551,4461.67,0.311947
38.930893,4462.6963,0.3201797
37.930283,4463.725,0.32650888
39.23307,4464.752,0.3167195
40.75025,4465.7817,0.30609113
38.787045,4466.809,0.30701405
37.644894,4467.8394,0.3114336
38.20167,4468.8667,0.3141633
38.260956,4469.895,0.31778023
40.036053,4470.926,0.30467537
43.334354,4471.954,0.2777591
42.71674,4472.9854,0.27484313
40.933403,4474.014,0.28472546
42.078857,4475.046,0.28791702
41.20593,4476.0757,0.2922009
41.75292,4477.1055,0.28537923
41.136757,4478.1377,0.29382715
43.98956,4479.168,0.29036325
42.545986,4480.2007,0.3041215
39.85691,4481.2314,0.32453606
38.26874,4482.2646,0.34065107
36.959873,4483.296,0.34427568
38.759033,4484.327,0.3347366
40.023727,4485.3613,0.3242136
37.404236,4486.393,0.34105405
39.135628,4487.4277,0.32559937
40.415184,4488.4604,0.31646547
36.94447,4489.495,0.33588898
36.617275,4490.528,0.33146375
38.972824,4491.561,0.31443346
38.96242,4492.5967,0.31482476
42.467304,4493.6304,0.29661396
38.058453,4494.6665,0.31871146
41.08991,4495.7007,0.31381384
39.627487,4496.7373,0.3215004
38.901405,4497.7715,0.32688484
39.153416,4498.806,0.32955587
39.85358,4499.8438,0.32843974
39.662224,4500.879,0.33230045
38.85526,4501.917,0.3245199
38.86218,4502.952,0.31138915
39.523758,4503.9907,0.30246422
42.821484,4505.027,0.29806852
41.055847,4506.0635,0.32308012
43.018024,4507.1025,0.31460467
40.086136,4508.139,0.33417648
39.512302,4509.1787,0.33997434
40.60265,4510.2163,0.33003208
42.24972,4511.2563,0.32030022
39.60466,4512.294,0.33398396
40.316326,4513.332,0.32495153
39.98033,4514.373,0.31580672
41.715828,4515.4116,0.30046678
40.075222,4516.4526,0.29822993
